,ts_code,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,email,office,business_scope,employees,main_business
830,600009.SH,胡稚鸿,胡稚鸿,黄晔,192695.8448,19980211,上海,上海市,"公司是中国最大的三个国际中转枢纽航空港之一。公司的经营范围是为国内外航空运输企业及旅客提供地面保障服务，经营出租机场内航空营业场所、商业场所和办公场所,国内贸易(除专项规定)；广告经营，货运代理、代理报关、代理报检业务，长途客运站，停车场管理及停车延伸服务，经营其它与航空运输有关的业务；综合开发，经营国家政策许可的其它投资项目。经过04年的资产重组，公司绝大部分资产和业务从“上海虹桥机场”转移到“上海浦东机场”，拥有浦东机场的候机楼及一期跑道等资产，业务集中于浦东国际机场的经营管理与地面保障业务。公司借鉴国内外民航业的先进经验，结合自身安全工作特点，建立了安全管理体系，包含安全政策、风险管理、安全保证、安全促进等维度。公司拥有完善的全员创新机制，规范透明的内部管理，努力为中外旅客提供卓越的机场真情服务体验，积极推出“十大服务新举措”，提升浦东机场整体服务品质。",www.shairport.com,ir@shairport.com,上海市浦东新区启航路900号,"为国内外航空运输企业及旅客提供地面保障服务，经营出租机场内航空营业场所、商业场所和办公场所,国内贸易(除专项规定)；广告经营，货运代理、代理报关、代理报检业务，长途客运站，停车场管理及停车延伸服务,经营其它与航空运输有关的业务；综合开发，经营国家政策许可的其它投资项目。",8389,"主营业务:航空性业务和非航空性业务,航空性业务指与飞机,旅客及货物服务直接关联的基础性业务;其余类似延伸的商业,办公室租赁,值机柜台出租等都属于非航空性业务."
831,600010.SH,李德刚,李晓,白宝生,4558503.2648,19990629,内蒙古,包头市,公司是中国重要的钢铁工业基地、世界最大的稀土工业基地和内蒙古自治区工业龙头企业。公司主要从事矿产资源开发利用、钢铁产品的生产与销售。主要产品分为矿产资源开发产品和钢铁产品两类。矿产资源开发的产品主要有：铁精矿、稀土精矿、萤石精矿等；钢铁产品主要有：建筑钢材、冷热轧板卷、镀锌钢板、中厚板、无缝管、重轨、型钢等。产品主要用于基建、房地产、汽车、家电、风电、机械制造、高压锅炉、石油化工、基础设施建设及黑色金属、有色金属冶炼用矿产品等行业。公司已形成年产上千万吨铁、钢、材配套能力，总体装备水平达到国内外一流，形成“板、管、轨、线”四条精品线的生产格局。公司控股股东拥有世界著名的白云鄂博铁矿，所在地区煤炭、电力充足，在资源成本方面具有良好的比较优势。公司多次荣获“全国质量奖”、“全国实施卓越绩效模式先进企业特别奖”、“中国工业大奖提名奖”、“全国钢铁行业五四红旗团委标兵”等证书。,www.baoganggf.com,glgfzqb@126.com,内蒙古自治区包头市昆区包钢厂区信息大楼主楼,生产、销售：黑色金属及其延压加工产品、冶金机械、设备及配件，焦炭及焦化副产品（化工）生产和销售、冶金的投资、黑色金属冶炼、工业用氧、工业用氮、工业氢、纯氩、压缩空气、蒸汽、城市煤气经营、钢铁产品采购、耐火材料技术转让和施工服务、废钢铁加工、采购和销售、钢铁生产技术咨询、专有管理技术（高炉无料钟炉顶布料器等）、电力设备的施工、维护和检修以及电力技术服务，铁路运输及铁路设备的安装、检修和维护；测量设备的制造、安装、维护与检定；工业控制计算机软件编程、安装与调试；无损检测； 工业用水； 仓储（不含危险品）； 进出口贸易，铁矿采选，工业厂房、设备租赁； 稀土精矿生产销售、萤石矿生产销售、铌精矿生产销售、硫精矿生产销售；有色金属、铁合金、铁矿石（铁精矿）、焦煤、焦炭的贸易。（法律、行政法规、国务院决定规定应经许可的，未获许可不得生产经营；公司变更后的经营范围以政府相关管理部门最终核准登记的为准。）,28041,"主要产品:矿产资源开发产品和钢铁产品.主要业务:矿产资源开发利用,钢铁产品的生产与销售."
832,600011.SH,赵克宇,赵平,黄朝全,1569809.3359,19940630,北京,北京市,公司是中国最大的上市发电公司之一，主要业务是利用现代化的技术和设备，利用国内外资金，在国内外开发、建设和运营大型发电厂、分布式能源项目及其配套煤矿、港口、航运、管输、增量配电网等设施，销售电力、热力产品予其各自所在地的电网运营企业及工业、居民用户，并向用户提供综合能源服务。公司境内电厂广泛分布在中国二十多个省、市和自治区，主要位于沿海沿江地区、煤炭资源丰富地区或电力负荷中心区域。公司在中国首次引进了60万千瓦“超临界”发电机组；其拥有华能玉环电厂是国内首座投入商业运行的国产百万千瓦等级超超临界火力发电厂；华能金陵电厂建成了国内首台数字化百万千瓦超超临界燃煤机组；华能海门电厂一号机组是世界上首台使用海水脱硫百万千瓦机组。公司是国内第一个实现在纽约、中国香港、上海三地上市的发电公司。公司还参股了华能石岛湾核电公司、海南核电有限公司，标志着公司进入核电领域。同时，公司积极推进产业协同，加大煤炭、港口、航运的投资力度，煤炭自供能力、港口储运中转能力及海上运输能力进一步提高，电煤港运产业协同基本形成。,www.hpi.com.cn/www.hpi-ir.com.hk,cq_huang@hpi.com.cn;zqb@hpi.com.cn;mengj@hpi.com.cn,北京市西城区复兴门内大街6号华能大厦,主要产品：电力、热力产品。主要业务：开发、建设和运营大型发电厂、分布式能源项目及其配套煤矿、港口、航运、管输、增量配电网等设施。,58263,主要产品:电力.
833,600016.SH,高迎欣,郑万春,白丹,4378241.8502,19960207,北京,北京市,公司是中国第一家主要由民营企业发起设立的全国性股份制商业银行，也是严格按照中国《公司法》和《商业银行法》设立的一家现代化金融企业。公司以实施“凤凰计划”为主线，按照“做强公司业务、做大零售业务、做优金融市场业务、做亮网络金融、做好综合化经营、做通海外业务”的经营思路，致力于成为民营企业和小微金融的首选银行、互联网金融和财富管理的领先银行，打造客户体验好、经营效益好、资产质量好、人才素质好、品牌形象好的“五好”银行。,www.cmbc.com.cn,cmbc@cmbc.com.cn,北京市西城区复兴门内大街2号民生银行大厦,(一)吸收公众存款；(二)发放短期、中期和长期贷款；(三)办理国内外结算；(四)办理票据承兑与贴现；(五)发行金融债券；(六)代理发行、代理兑付、承销政府债券；(七)买卖政府债券、金融债券；(八)从事同业拆借；(九)买卖、代理买卖外汇；(十)从事银行卡业务；(十一)提供信用证服务及担保；(十二)代理收付款项及代理保险业务；(十三)提供保管箱服务；(十四)经国务院银行业监督管理机构批准的其他业务。本行经中国人民银行批准，可以经营结汇、售汇业务。,58275,"主要业务:贷款(含贴现),拆出,存放同业,转贴现,存放央行,逆回购,债券投资,存款,可转换债券,拆入,同业存放,再贴现,转贴现,央行借款,正回购."
834,600119.SH,鲁国锋,李乐,俞泓,30740.0,19971128,上海,上海市,公司是一家以现代综合物流为主营业务的产业类上市公司。公司依托覆盖全球的物流服务网络、B2B的物流电子商务平台，业务功能涵盖国际货运、公共信息平台、国内快件、市内货运等。公司现代物流龙头企业上海陆上货运交易中心，是上海市唯一政府授权的道路货运公共信息平台，公司依靠强大的公共信息平台、电子信息系统网络和长江流域及海外的众多代理机构，提供全方位的物流配套及增值服务。长江现代物流服务平台是公司的主营业务板块，业务范围覆盖国际海运、国际空运、国际快递、精品物流配送、国内物流快递、陆上货运公共信息平台、城市配送等，拥有无船承运人资格证书并获得美国联邦海事委员会(FMC)认证、国际航空运输协会(IATA)会员证书、ISO9001:2000质量管理体系证书和企业诚信度评估A级证书。公司投资控股的专业生产气象仪器高科技产品，拥有自主开发的GPS探空仪、火箭探空仪等新型高空和地面气象仪器；在国内同行业中具有一定的优势。公司投资的BT项目，有着丰富施工管理经验，2011年浦东新区拱极东路新建工程BT项目，多次得到浦东新区、上海市市政工程金奖。,www.cjtz.cn,cjtzbgs@cjtz.cn;yuhong@cjtz.cn,上海市静安区永和路118弄35号,实业投资，国内贸易(除专项审批外)，信息咨询服务，房地产开发经营，海上、航空、陆路国际货运代理业务，仓储，物业管理(以上涉及许可证经营的凭许可证经营)。,529,"主要业务:房地产开发经营,商贸经营,宾馆餐饮,劳务服务,加工制造."
835,600120.SH,金朝萍,徐晓东,何欣,222794.0862,19941026,浙江,杭州市,公司成立于1988年，1997年在上海证券交易所上市。2017年上半年，浙江东方的金融版图实现了重大扩展，在原有融资租赁、直接投资和基金管理业务的基础之上，纳入信托、期货、人寿保险、财富管理等多家金融子公司，成功实现了从“以商贸为主、类金融为辅”业务模式到“金控+商贸”双主业模式的跨越式发展，成为浙江省唯一的国有上市金控平台。在金融板块，公司通过浙金信托、大地期货、中韩人寿、东方产融、国贸东方资本、国金租赁、般若理财等金融和投资类子公司开展业务，为客户提供多层次全方位的资产管理服务；此外，公司还持有华安证券(600909)、硅谷天堂(833044)、永安期货等优质金融类企业的股权。在商贸板块，公司的进出口业务一直在国内同行中排名靠前，2016年实现进出口总额4.78亿美元。2015年公司成立了跨境电商平台东方海纳，进一步带动传统外贸的业态转型和产业链资源整合。在生产制造领域，公司培育出了宁波狮丹努集团这样的“全国服装行业百强企业”和“中国驰名商标”，该公司在业内具有较强竞争力，并在柬埔寨、缅甸、越南等国投资建厂。目前，狮丹努集团正在积极筹备海外上市。,www.zjorient.com,invest@zjorient.com,浙江省杭州市江干区香樟街39号国贸金融大厦,资产管理，实业投资，私募股权投资，投资管理，企业管理咨询服务，投资咨询，供应链管理，电子商务技术服务，进出口贸易(按商务部核定目录经营)，进口商品的国内销售，纺织原辅材料、百货、五金交电、工艺美术品、化工产品(不含危险品及易制毒品)、机电设备、农副产品、金属材料、建筑材料、贵金属、矿产品(除专控)、医疗器械的销售，承包境外工程和境内国际招标工程，上述境外工程所需的设备、材料出口，对外派遣工程、生产及服务行业的劳动人员(不含海员)，房地产开发经营，房屋租赁，设备租赁，经济技术咨询。(未经金融等监管部门批准，不得从事向公众融资存款、融资担保、代客理财等金融服务)(依法需经批准的项目，经相关部门批准后方可开展经营活动),1543,"主要业务:商品流通,服装加工业务,房地产销售,货物运输代理及其他."
836,600121.SH,于泽阳,张海洋,陈晓燕,121841.2038,19971113,河南,郑州市,公司是国有重点煤炭企业境内第一家上市公司，河南省第一家上市的原中央企业。公司主营煤炭生产及销售，发电及输变电。拥有生产矿井6对，火力发电厂1座，年煤炭生产能力近千万吨，发电量4亿千瓦时。主导产品为中灰、低硫、高发热量、可磨性好的贫煤、贫瘦煤和无烟煤，是优质的工业动力煤。除主营业务外，还投资成立有物资供销、铁路运输等领域的控股公司。公司拥有强大的科技研发力量，独立研发的豫西“三软”不稳定煤层一次采全高技术和“三软”不稳定煤层高产、高效矿井的研究成果，分获河南省科技创新一等奖和二等奖等，并在全国推广应用，其技术特点在全国处于领先水平。公司秉承“科学发展、规范运作，精细管理、强化执行，开拓创新、做优做强，提高效益、回报社会”的经营管理理念，依托“中原经济区”国家战略，以产业运营为基础、以资本运作促发展，内抓管理、外树形象，全面实施煤炭资源综合开发与利用，从而把郑州煤电打造成为规范诚信、核心竞争力强、充满活力的新型能源上市公司。,www.zzce.com.cn,zzce@zmjt.cn;chenxiaoyan@zmjt.cn;zce600121@163.com,河南省郑州市中原西路66号,煤炭生产及销售(限分支机构凭证经营)；企业专用通信网建设与服务(限分支机构经营)；企业信息化建设与服务(限分支机构经营)；通信产品的销售与服务(限分支机构经营)；发电及输变电(自用电)；设备安装(国家有专项规定的除外)；铁路货物运输(本企业内部自用)；货物装卸；机械制造；土地复垦；土地平整；矿山施工工程；销售：化工原料及产品(不含易燃易爆危险品)、普通机械、建材，铁路配件；铁路工程施工；国内贸易(国家有专项专营规定的除外)；咨询服务，信息服务，技术服务；设备租赁，房屋租赁；人力资源服务；餐饮服务。因特网接入服务业务。(以上范围中凡需审批的，未获批准前不得经营),14368,"主要产品:煤炭,电力."
837,600122.SH,廖帆,廖帆,许娜,115825.835,19980417,江苏,南京市,"公司是集零售连锁、金融服务、艺术品拍卖、科技制造、地产开发五大主业加金融股权投资的综合类大型上市公司，被江苏省科技厅认定为高新技术企业。依托专业的研发、运营和运维团队以及严格的风控体系，公司创新推出集成了互联网、手机、电话语音和线下终端等多元化支付方式的综合性支付平台，主要为互联网金融产品提供深度定制化支付解决方案。公司致力于以创新推进“大消费、大金融”时代。为了更好地抵御市场周期波动带来的风险，提高公司股价的安全边际，维护公司及股东利益，公司确定了“核心主业+金融投资”的战略定位，即在大力发展核心主业的基础上,通过收购、参股方式完成各类优质金融资产的布局，实现公司价值的稳定增长。",www.hiteker.com.cn,hiteker@hiteker.com.cn;hthiteker@hiteker.com.cn;maryxu@hiteker.com.cn,江苏省南京市雨花台区软件大道68号,计算机、打印机、网络设备等信息类产品的开发、生产、销售，计算机应用软件及系统工程集成，贵金属投资、交易，通信设备、电线电缆、光纤光缆、电缆光缆附件、激光音视类产品、集成电路、电子元器件、照明电器的开发、生产、销售，铜材生产、销售，技术咨询服务，自营和代理各类商品和技术的进出口业务。,925,"主要产品:视听产品,光电缆产品,通信产品,工业材料,计算机产品,系统集成,房地产."
838,600209.SH,高松,余前,林丽娟,43901.1169,19930506,海南,海口市,公司的主营业务主要为酒店经营及管理业务和装饰工程业务。公司下属的海口金海岸罗顿大酒店由公司的控股子公司酒店公司的管理团队经营管理，装饰工程业务主要由公司的控股子公司海南工程公司和上海工程公司对外承接工程订单，按照工程合同完工后交付业主单位。公司管理团队稳定，作为海南较早从事酒店经营及管理业务的公司，经过多年的经营，在业内具有了较高的知名度，积累了较为丰富的管理经验，公司的装饰工程业务在品牌、人才、技术和管理方面也具备一定的竞争优势：公司成立以来，较好地完成多家高星级酒店的装饰装修，在业内依靠良好的市场信誉、优良的工程质量树立起了良好的市场品牌；在市场布局方面，设立了海南公司，上海公司，北京公司等，通过网络覆盖和落地发展的模式，进行持续的扩张，从而有利于拓展新地区的业务。公司将继续秉承“质量为根本”的理念，狠抓工程质量，提高公司的品牌价值，以在未来更加激烈的竞争中争得一席之地。,www.lawtonfz.com.cn,golden@public.hk.hi.cn;lawtonfz@163.com;linlijuan@lawtonfz.com.cn,海南省海口市人民大道68号北12楼,经公司登记机关核准，公司经营范围是：宾馆酒店投资；酒店管理与咨询；企业管理与咨询； 运营组织数字体育、电子竞技赛事，数字体育、电子竞技数字内容服务；数字体育职业技能培训，数字体育教育培训，数字体育教育科技；电子产品；生产销售网卡、调制解调器、铜轴调制解调器、数字用2户环路设备、以太网交换机、路由器、交换路由器、基站、基站控制器、移动通讯终端、接入网及相关设备。,253,"主要业务:酒店经营及管理,装饰工程,油品经营和网络设备及通信业."
839,600210.SH,沈雯,郭峰,高军,151673.6158,19881123,上海,上海市,公司是具有环保概念的都市型创新材料产业。经过多年的发展，公司主营生产和销售各种PET瓶及瓶坯、皇冠盖、塑料防盗盖、标签、喷铝纸及纸板、彩色纸包装印刷、薄膜等包装材料以及饮料OEM等产品，在生产规模、技术水平、质量水平、销售收经济效益方面均处于国内同行业领先地位。公司始终保持着锐意进取的精神，以可持续发展为宗旨，以提高经济效益为目标，以客户增值服务为导向，不断完善管理与资源整合。在包装印刷及新材料制造领域，公司在引进国际先进设备和技术的基础上，结合国内食品饮料、包装材料及其它新型材料行业的发展趋势，加强产品的科研力度，提升产品科研含量。,www.zijiangqy.com,zijiangqy@zijiangqy.com;zjqy@zijiangqy.com,上海市虹桥路2272号虹桥商务大厦7楼C座,生产销售PET瓶及瓶坯等容器包装、各种瓶盖、标签、涂装材料和其他新型包装材料；销售自产产品；从事货物及技术的进出口业务、包装印刷、仓储服务。(涉及许可经营的凭许可证经营)。,7026,"主要产品:PET瓶及瓶坯,皇冠盖,标签,塑料防盗盖,纸包装印刷."
840,600211.SH,陈达彬,郭远东,刘岚,24793.7843,19990714,西藏,拉萨市,公司是西藏雪域高原上诞生的第一家高新技术制药上市企业。公司注巨资于生物制品和传统药品的研发，并构建了林芝种植基地和四个生产基地及覆盖全国的营销网络，产品涵盖生物制品、藏药和中药、化学药的产品系列，奠定了西藏药业持续发展的基础，其中具有自主知识产权的生物制品一类新药新活素，代表着目前国际急性心衰急救治疗药物的最高水平，填补了该领域的国内空白。公司上市以来连续被西藏自治区认定为高新技术企业、西藏自治区农牧业龙头企业。公司图形商标(祥云图)经国家工商总局认定为中国驰名商标，公司产品诺迪康胶囊和十味蒂达胶囊被评为国家中药保护品种，同时，还被国家保密局、科学技术部评为秘密级国家秘密技术。,www.xzyy.cn,zqb@xzyy.cn;master@xzyy.cn,西藏拉萨市北京西路19号,生产、销售胶囊剂、颗粒剂；涂膜剂、中药材采集、销售；进出口贸易(进口：医疗器械、保健用品、化妆品。出口：中成药、藏药、原料药、药材、保健食品、食品)；房屋租赁[依法须经批准的项目，经相关部门批准后，方可经营该项活动]。,476,"主要产品:诺迪康胶囊,诺迪康颗粒,诺迪康口服液,小儿双清颗粒,藏药产品."
841,600212.SH,赵彤宇,翟宝星,张谦,51169.7213,19921214,山东,临沂市,公司是综合类企业，主营业务包括发电业务、铁路专用线运输业务两大类。公司发电业务是以上游钢铁、焦化企业的尾气为原料综合利用发电。铁路专用线运输业务主要经营铁路专用线及货场，铁路全线长达13公里。天地磁砖是华盛江泉集团的主导产品之一，由集团建材分公司通关下辖的三家合资企业共同生产开发。公司目前有水晶砖、亚光砖、抛光砖、玻化砖、地爬壁、仿古砖等内外墙地砖产品系列。通过精英云集的研究开发中心，源源不断的开发出适合市场需求的新品，使“天地”磁砖得以保持领先潮流且具有市场竞争力的产品结构优势。公司通过ISO：2000版国际质量体系认证标准，及ISO14000国际体系认证优质管理企业，所生产的绿色环保陶瓷，已通过国家建材放射性检测认证，属A类产品。产品销往全国28个省、市、自治区，并远销美国、澳大利亚、韩国、加拿大、罗马尼亚等国家和地区。,38250.51sole.com,jiangquan600212@126.com;chen66511@126.com,山东省临沂市罗庄区江泉工业园三江路6号,前置许可经营项目：电力生产业务许可证范围内发电(有效期至2028年8月24日)。一般经营项目：塑料产品、搪瓷制品、陶瓷制品、金属制品、铸件、建筑材料的生产、销售；胶合板、木业制品、木材、化肥的销售；技术开发、转让；批准范围内的进出口业务，经营进料加工和“三来一补”业务；协议范围内铁路专用线运输业务。,499,"主营业务:发电业务,铁路专用线运输业务"
842,600213.SH,李树朋,吴永松,盛卫宁,22000.0,19980928,江苏,扬州市,公司是生产客车和特种车的国家高新技术企业，目前拥有“亚星”、“扬子”两个品牌20多个系列百余个品种，产品覆盖大、中、轻型，高、中、普档客车。公司建立了同行业一流的技术开发中心，拥有近十项客车整车专利和结构专利，并成为全国率先通过“CCC”的客车企业之一。公司曾为北京亚运会、北京奥运会、世界运河名城博览会、亚乒赛、国际马拉松比赛等重大国际盛会提供优质车辆和服务，受到了国内外嘉宾的盛赞。,www.asiastarbus.com,600213@asiastarbus.com;guchen@asiastarbus.com;shengweining@asiastarbus.com,江苏省扬州市邗江汽车产业园潍柴大道2号,经公司登记机关核准，公司经营范围是：客车、特种车、农用车和汽车零部件的开发、制造、销售、进出口及维修服务；机动车辆安全技术检验；道路普通货物运输。润滑油销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1999,"主要产品:大型客车,中型客车,轻型客车,特种车."
843,600215.SH,吴锦华,倪伟勇,潘笑盈,46503.288,19930626,吉林,长春市,公司创立于1993年，1999年9月9日在上海证券交易所挂牌上市，是一家快速发展的企业。公司经营范围包括公用设施投资、开发、建设、租赁、经营、管理；实业与科技投资。历经多年的艰苦创业，依托国家级长春经济技术开发区的高速发展，公司从小到大，稳健经营，已经形成了良好的经营基础。在工业化引领的城市化进程中，公司房地产开发、基础设施建设两大主营业务将取得快速的发展。公司按照建立现代企业制度的要求和上市公司的治理准则，不断完善公司治理结构，规范企业运行机制，加大产业结构调整，强化内部控制和管理，努力使公司综合效益不断提升。公司充分发挥股东大会权力机构、董事会决策机构和经营层执行机构三个层面的积极作用，在提升公司治理水平方面取得了显著成效，为公司的可持续发展奠定了扎实的基础。,www.ccjk600215.com,ccjk_600215@163.com,吉林省长春市经济技术开发区自由大路5188号,房地产开发、公用设施投资、开发、建设、租赁、经营、管理；实业与科技投资。,79,"主要业务:基础设施承建,租赁,建筑安装,土地成片开发转让."
844,600346.SH,范红卫,范红卫,李峰,703909.9786,19990309,辽宁,大连市,公司起源于苏州吴江，发展于大连长兴岛，公司主营业务涵盖石油炼化、石化、芳烃、烯烃、PTA、乙二醇、民用丝、工业丝、工程塑料、聚酯薄膜等产业领域，分别在苏州、大连、宿迁、南通和营口等五地建立了大型产业基地。恒力股份致力于“炼化—对二甲苯、乙烯—PTA、乙二醇—民用丝、工业丝、工程塑料、聚酯薄膜”的世界级全产业链的经营发展，拥有2000万吨石油炼化项目，是全球单体装置最大和产能规模最大的PTA制造商，现有产能660万吨，在建250万吨，着力打造千万吨级别产能，同时，公司也是我国聚酯化纤制造领域规模化、高端化、差异化发展的领军企业。,hengliinc.com,hlzq@hengli.com;lifeng@hengli.com;gaoming@hengli.com,辽宁省大连市中山区港兴路6号富力中心41层01-06单元,生产和销售化学纤维(不含化学危险品)；精对苯二甲酸(PTA)销售；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动),26506,"主要从事PTA,聚酯切片,民用涤纶长丝,工业涤纶长丝,聚酯薄膜,工程塑料的生产,研发和销售,同时对外提供电力,蒸汽等产品"
845,600350.SH,赛志毅,吕思忠,隋荣昌,481116.5857,19991116,山东,济南市,公司是山东省路桥行业唯一的一家股份制企业，主要从事对高等级公路、桥梁、隧道基础设施的投资、管理、养护及批准的收费、清障等业务，目前的核心业务为经营和管理山东省境内的济青高速公路、泰曲一级公路、济南黄河大桥、滨州黄河大桥、平阴黄河大桥和济南黄河二桥，公司所辖路桥资产均位于山东省经济较发达地区。除收费路桥业务外，公司还积极拓展相关多元化业务领域，投资涉及未来较具发展潜力的油气服务、物业开发等行业。公司与中石化合作成立了山东润元高速公路油气管理公司，近年来业务发展迅速，为公司带来了较为稳定的盈利贡献。,www.sdecl.com.cn,sdecl@sdecl.com.cn;sdhsdmc@sdecl.com.cn;sdhs@sdecl.com.cn,山东省济南市奥体中路5006号,对高等级公路、桥梁、隧道基础设施的投资、管理、养护、咨询服务及批准的收费，救援、清障；仓储(不含化学危险品)；装饰装修；建筑材料的销售；对港口、公路、水路运输投资；公路信息网络管理；汽车清洗。,5939,"主要业务:经营和管理山东境内的济南至青岛高速公路,泰安至曲阜一级公路,济南黄河大桥,滨州黄河大桥,平阴黄河大桥,济南黄河二桥."
846,600356.SH,徐祥,李迎春,刘新欢,29873.1378,19940306,黑龙江,牡丹江市,公司是国家烟草总公司确定的卷烟辅料生产基地，国内首家通过科技部和中国科学院认定的造纸行业重点高新技术企业。公司产品包括各种系列卷烟纸、滤嘴棒成型纸、滤嘴棒接装原纸、铝箔衬纸、无碳复写原纸等，主要产品均为国家专营产品，主导产品“天鹅”牌卷烟纸销往国内多家卷烟厂和材料厂。公司产品行销全国，同时还销往俄罗斯、东南亚、朝鲜等国际市场。公司致力于安全环保型特色产品的研制开发。公司技术中心是黑龙江省省级技术中心，同时也是黑龙江省特种纸中试基地，拥有以“省级重点专业带头人梯队”为核心的技术创新人才队伍，建有博士后科研工作站。公司荣获“全国先进基层党组织”、“全国五一劳动奖状”、全国“守合同重信用”企业等称号。公司将以成为世界上最好的林浆纸综合利用开发公司为愿景，积极践行“客户满意、员工满意、股东满意、社会满意”办企宗旨。,www.hengfengpaper.com,Sh356@hengfengpaper.com,黑龙江省牡丹江市阳明区恒丰路11号,纸、纸浆和纸制品的制造、销售;造纸原辅料生产、销售及技术开发；制浆、造纸工艺设计和技术服务，造纸机械设备的加工、安装和维修；经营公司自产产品及技术的出口业务；经营公司生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务。,2041,"主要产品:卷烟纸,滤嘴棒纸,铝箔衬纸."
847,600358.SH,曾少雄,彭承,赵扬,50493.666,19981229,江苏,南京市,公司以户外文体娱乐为战略发展方向，以体育产业为核心，以“体育+”作为发展引擎，在高科技智能化体育装备、体育特色小镇、运动健康主题公园、体育旅游大数据等领域进一步延伸拓展并深耕，驱动发展大健康产业业态。目前公司的主要业务包括：水上运动以及海洋休闲旅游的开发运营，体育、文娱产业的投资布局，围甲联赛、电竞等赛事的组织运营，青少年体育培训，体育器材、体育服装贸易等等。公司坚持“快中求稳、稳中突破”的发展策略，紧密围绕公司的战略目标，坚持内生式增长与外延式并购并重的经营思路，将战略发展落到实处。立争成为在国内具有强大竞争力，拥有高度专业化的集投资开发、经营服务为一体的全业务型知名企业。,www.cutc.com.cn,webmaster@cutc.com.cn;glgfwll@163.com;glgfzy@163.com,江苏省南京市江宁区汤山街道温泉路8号4幢/南昌市红谷滩新区学府大道1号阿尔法国际社区34栋6楼,旅游产业投资，旅游信息咨询服务，酒店管理及度假区管理咨询，投资咨询，国内贸易，旅游电子商务，实物租赁，实业投资，股权投资和股权投资管理，体育运动项目经营(高危险性体育项目除外)，体育赛事组织服务，文化、艺术活动策划，组织文化艺术交流活动(不含演出)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,159,"主要业务:运输业,旅游业,房地产业,彩票业."
848,600359.SH,白宏本,唐建国,吴天昊,38151.282,19990423,新疆,阿拉尔市,公司是一家以棉花种植及加工为基础，集棉浆化纤、畜牧乳业、甘草制药、房地产开发为一体的上市公司，是国家级商品棉生产基地、国家良种奶牛养殖示范基地和全国最大的甘草浸膏生产基地，主要产品有“新农牌”棉花、棉纺织品、棉浆化纤制品、乳制品、甘草制品、节水器材等，产品远销日本、美国、德国等众多国家，发展前景非常广阔。近年来，公司分别被国家农业部、科技部认定为“农业产业化国家重点龙头企业”、“国家第一批龙头企业技术创新中心”，并先后荣获“全国优秀企业”、“新疆最具有成长力企业前十强”等荣誉称号。,www.xnkf.com,xnkf600359@126.com;Edward_Wu@yeah.net;52548029@qq.com,"新疆阿拉尔市军垦大道东75号领先商业写字楼11,12层","农业种植；牧渔养殖；农产品、畜产品的生产、加工及销售；种子及种衣剂的生产及销售；农业机械制造及修理;塑料制品,皮革制品的销售;汽车运输。自营和代理各类商品和技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。棉纺织品的生产、销售。",1609,主要产品:棉花.
849,600360.SH,夏增文,于胜东,夏增文,96029.5304,19991021,吉林,吉林市,公司主要从事功率半导体器件的设计研发、芯片制造、封装测试、销售等业务。公司坚持生产、研发、储备相结合的技术开发战略，不断向功率半导体器件的中高端技术及应用领域拓展。公司发挥自身产品设计、工艺设计等综合技术优势，已建立从高端二极管、单双向可控硅、MOS系列产品到第六代IGBT国内最齐全、最具竞争力的功率半导体器件产品体系，正逐步由单一器件供应商向整体解决方案供应商转变；同时公司积极向新能源汽车、军工等领域快速拓展，并已取得明显效果，为公司发展奠定了坚实的基础。,www.hwdz.com.cn,IR@hwdz.com.cn;hwdz99@hwdz.com.cn,吉林省吉林市高新区深圳街99号,半导体分立器件、集成电路、电力电子产品、汽车电子产品、自动化仪表、电子元件、应用软件的设计、开发、制造与销售。经营本企业自产产品及相关技术的出口业务(国家限定公司经营或禁止出口的商品除外)；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务(国家限定公司经营或禁止进口的商品除外)；经营本企业的进料加工和“三来一补”业务；有储存(氢气、氧气、氮气)，无储存(砷烷、硼烷、磷烷、氯气、硫酸、盐酸、丙酮)零售、批发。(依法须经批准的项目，经相关部门批准后方可开展经营活动),2018,"主要产品:功率半导体器件产品.主营业务:功率半导体器件的设计研发,芯片制造,封装测试,销售等业务."
